"","counter","AS","Type","GranularityValue","SeverityScore","PageRank","NumBadDep","TotalDep","NumberOfVerteces","NumOfCycle","NumSetOfElement","TotNumOfSetOfElement","ADI","project","version","arcan.version","commit.hash"
"171",15,300840,"cd",2,2,17.5228105687431,0,0,2,1,2,26,12,"outmadkit",13,"20","2ca2582fd9473145ed1b16bcb9e0ef9e1aeb5a02.csv"
"172",16,300855,"cd",2,1,20.9579294485015,0,0,2,1,2,26,12,"outmadkit",13,"20","2ca2582fd9473145ed1b16bcb9e0ef9e1aeb5a02.csv"
"173",1,318544,"ud",2,3,19.9933959266869,1,0,0,0,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"174",2,318553,"ud",2,1,20.7496027414277,2,0,0,0,3,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"175",3,318565,"ud",2,2,19.1868718759951,1,0,0,0,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"176",4,318574,"ud",2,4,17.2429374557428,1,0,0,0,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"177",5,318512,"hl",2,1,73.4450076708578,0,24,0,0,20,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"178",6,318286,"cd",1,12,2.04580732527493,0,0,3,1,3,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"179",7,318294,"cd",1,7,1.50232897496982,0,0,2,1,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"180",8,318301,"cd",1,14,2.47814798662845,0,0,4,1,4,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"181",9,318310,"cd",1,6,1.40732932888614,0,0,2,1,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"182",10,318317,"cd",1,11,1.63881798993451,0,0,3,1,3,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"183",11,318325,"cd",1,13,2.18312668436563,0,0,4,1,4,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"184",12,318334,"cd",1,5,1.207307672707,0,0,2,1,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"185",13,318341,"cd",1,15,1.06496536513726,0,0,2,3,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"186",14,318348,"cd",1,4,1.05433801839962,0,0,2,1,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"187",15,318355,"cd",2,3,19.0033709031122,0,0,2,1,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"188",16,318362,"cd",2,16,35.4758999350602,0,0,2,5,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"189",17,318369,"cd",2,10,38.8617903621416,0,0,3,1,3,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"190",18,318377,"cd",2,2,19.2449206203192,0,0,2,1,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"191",19,318384,"cd",2,9,23.7558125386327,0,0,3,1,3,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"192",20,318392,"cd",2,8,27.4021316619303,0,0,3,1,3,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"193",21,318400,"cd",2,1,22.8912397436169,0,0,2,1,2,28,14,"outmadkit",14,"21","7811ae84ceb331e9218da3954ae6ea79037b30ca.csv"
"194",1,340095,"ud",2,3,20.2879060906654,1,0,0,0,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"195",2,340104,"ud",2,1,21.1110511238306,2,0,0,0,3,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"196",3,340116,"ud",2,2,19.4532440050987,1,0,0,0,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"197",4,340125,"ud",2,4,17.5028018100307,1,0,0,0,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"198",5,340064,"hl",2,1,74.3803871678165,0,23,0,0,19,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"199",6,339790,"cd",1,18,2.20816526762356,0,0,2,7,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"200",7,339797,"cd",1,12,2.38275328447299,0,0,3,1,3,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"201",8,339805,"cd",1,7,1.76477636567107,0,0,2,1,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"202",9,339812,"cd",1,6,1.83907547577702,0,0,2,1,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"203",10,339819,"cd",1,11,1.84364765059896,0,0,3,1,3,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"204",11,339827,"cd",1,14,2.63874182500978,0,0,4,1,4,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"205",12,339836,"cd",1,5,1.32165699991586,0,0,2,1,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"206",13,339843,"cd",1,15,3.25671874381171,0,0,5,1,5,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"207",14,339853,"cd",1,10,2.45705239457894,0,0,3,1,3,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"208",15,339861,"cd",1,16,1.13907346562722,0,0,2,2,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"209",16,339868,"cd",1,4,1.12840749569522,0,0,2,1,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"210",17,339875,"cd",2,17,35.9316031112334,0,0,2,5,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"211",18,339882,"cd",2,3,19.5927782655276,0,0,2,1,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"212",19,339889,"cd",2,9,24.236987335625,0,0,3,1,3,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"213",20,339897,"cd",2,2,19.3619065994933,0,0,2,1,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"214",21,339904,"cd",2,13,41.584896277428,0,0,4,1,4,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"215",22,339913,"cd",2,8,27.9070000597269,0,0,3,1,3,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"216",23,339921,"cd",2,1,23.2627909896294,0,0,2,1,2,27,14,"outmadkit",15,"22","68a2482e4e5fbf2ffec98ddd5b3d6af6c5ae39c7.csv"
"217",1,362895,"ud",2,3,20.1177417077794,1,0,0,0,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"218",2,362904,"ud",2,1,21.0068005015894,2,0,0,0,3,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"219",3,362916,"ud",2,2,19.3213201252654,1,0,0,0,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"220",4,362925,"ud",2,4,17.408929169815,1,0,0,0,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"221",5,362864,"hl",2,1,73.886348042531,0,23,0,0,19,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"222",6,362616,"cd",1,11,2.38253045623617,0,0,3,1,3,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"223",7,362631,"cd",1,16,2.20803369951044,0,0,2,7,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"224",8,362624,"cd",1,7,1.76460570254361,0,0,2,1,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"225",9,362638,"cd",1,6,1.83890343689055,0,0,2,1,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"226",10,362645,"cd",1,10,1.8434950914034,0,0,3,1,3,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"227",11,362653,"cd",1,13,2.63854956431234,0,0,4,1,4,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"228",12,362662,"cd",1,5,1.3215706094126,0,0,2,1,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"229",13,362669,"cd",1,14,3.2564743180049,0,0,5,1,5,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"230",14,362679,"cd",1,9,2.4568281905831,0,0,3,1,3,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"231",15,362687,"cd",1,15,1.13896737482059,0,0,2,2,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"232",16,362694,"cd",1,4,1.12830267709854,0,0,2,1,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"233",17,362701,"cd",2,3,32.9856994861905,0,0,2,1,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"234",18,362708,"cd",2,12,38.6339805118742,0,0,4,1,4,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"235",19,362717,"cd",2,2,19.4603798810958,0,0,2,1,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"236",20,362724,"cd",2,8,26.6005178815436,0,0,3,1,3,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"237",21,362732,"cd",2,1,23.0658699341554,0,0,2,1,2,27,14,"outmadkit",16,"23","13f6836c614fccffaabd55875196f55102430bfe.csv"
"238",1,384659,"ud",2,3,20.9913939433983,1,0,0,0,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"239",2,384668,"ud",2,1,21.5223876590199,2,0,0,0,3,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"240",3,384680,"ud",2,2,19.869778175363,1,0,0,0,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"241",4,384689,"ud",2,4,17.9443227530368,1,0,0,0,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"242",5,384628,"hl",2,1,75.6778620986288,0,23,0,0,19,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"243",6,384374,"cd",1,16,2.20515745827061,0,0,2,7,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"244",7,384381,"cd",1,10,2.37974852133362,0,0,3,1,3,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"245",8,384389,"cd",1,7,1.76299649698381,0,0,2,1,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"246",9,384396,"cd",1,9,2.4537780915846,0,0,3,1,3,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"247",10,384404,"cd",1,6,1.83702606723479,0,0,2,1,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"248",11,384411,"cd",1,8,1.84278406100794,0,0,3,1,3,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"249",12,384419,"cd",1,12,2.63698677796834,0,0,4,1,4,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"250",13,384428,"cd",1,5,1.32137238587075,0,0,2,1,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"251",14,384435,"cd",1,13,3.25373880231815,0,0,5,1,5,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"252",15,384445,"cd",1,14,1.13661455263152,0,0,2,2,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"253",16,384452,"cd",1,4,1.12702120791264,0,0,2,1,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"254",17,384459,"cd",2,15,25.9022128305751,0,0,2,7,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"255",18,384466,"cd",2,3,34.0248978092583,0,0,2,1,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"256",19,384473,"cd",2,11,39.7160147821591,0,0,4,1,4,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"257",20,384482,"cd",2,2,19.9157519823362,0,0,2,1,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"258",21,384489,"cd",2,1,23.6589812945045,0,0,2,1,2,27,14,"outmadkit",17,"24","14a43b7e86016d898061e9be6e75481cf758a57e.csv"
"259",1,406644,"ud",2,3,21.2486730271746,1,0,0,0,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"260",2,406653,"ud",2,1,21.7763373037,2,0,0,0,3,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"261",3,406665,"ud",2,2,20.110373871052,1,0,0,0,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"262",4,406674,"ud",2,4,18.1388722630368,1,0,0,0,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"263",5,406613,"hl",2,1,76.4643107070825,0,23,0,0,19,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"264",6,406356,"cd",1,8,1.6699618505251,0,0,2,1,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"265",7,406363,"cd",1,13,2.47676539955663,0,0,3,1,3,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"266",8,406371,"cd",1,15,2.64735396783023,0,0,4,1,4,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"267",9,406380,"cd",1,7,1.52022769937134,0,0,2,1,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"268",10,406387,"cd",1,6,1.89247471316394,0,0,2,1,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"269",11,406394,"cd",1,12,1.75485483432345,0,0,3,1,3,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"270",12,406402,"cd",1,5,1.21201925225725,0,0,2,1,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"271",13,406409,"cd",1,14,2.33914552071614,0,0,4,1,4,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"272",14,406418,"cd",1,4,1.09434175029335,0,0,2,1,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"273",15,406425,"cd",1,16,1.10391437056267,0,0,2,2,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"274",16,406439,"cd",2,17,37.5001409216805,0,0,2,7,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"275",17,406432,"cd",2,3,20.0262766315676,0,0,2,1,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"276",18,406446,"cd",2,11,41.0332946344908,0,0,3,1,3,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"277",19,406454,"cd",2,2,20.2348992872735,0,0,2,1,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"278",20,406461,"cd",2,10,25.2321044199422,0,0,3,1,3,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"279",21,406469,"cd",2,9,28.9664849802669,0,0,3,1,3,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"280",22,406477,"cd",2,1,23.9692798475982,0,0,2,1,2,27,14,"outmadkit",18,"25","3a55af7d104a1d8fa2e915097a16fd7f26154570.csv"
"281",1,428968,"ud",2,3,20.9160725235601,1,0,0,0,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"282",2,428977,"ud",2,1,21.4458957786248,2,0,0,0,3,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"283",3,428989,"ud",2,2,19.7985084789852,1,0,0,0,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"284",4,428998,"ud",2,4,17.89194848895,1,0,0,0,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"285",5,428937,"hl",2,1,75.5211894260955,0,23,0,0,19,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"286",6,428700,"cd",1,8,1.6699618505251,0,0,2,1,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"287",7,428707,"cd",1,10,2.47676539955663,0,0,3,1,3,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"288",8,428715,"cd",1,12,2.64735396783023,0,0,4,1,4,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"289",9,428724,"cd",1,7,1.52022769937134,0,0,2,1,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"290",10,428731,"cd",1,6,1.89247471316394,0,0,2,1,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"291",11,428738,"cd",1,9,1.75485483432345,0,0,3,1,3,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"292",12,428746,"cd",1,5,1.21201925225725,0,0,2,1,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"293",13,428753,"cd",1,11,2.33914552071614,0,0,4,1,4,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"294",14,428762,"cd",1,4,1.09434175029335,0,0,2,1,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"295",15,428769,"cd",1,13,1.10391437056267,0,0,2,2,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"296",16,428783,"cd",2,15,25.816526800617,0,0,2,7,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"297",17,428776,"cd",2,3,19.7682787313968,0,0,2,1,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"298",18,428790,"cd",2,14,37.7146356911101,0,0,3,2,3,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"299",19,428798,"cd",2,2,19.8407077621983,0,0,2,1,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"300",20,428805,"cd",2,1,23.5813987114673,0,0,2,1,2,27,14,"outmadkit",19,"26","4d42ceeba0a04574acda9d463a2d9bc4c0e6b72c.csv"
"301",1,450285,"ud",2,1,20.9231747386417,2,0,0,0,3,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"302",2,450294,"ud",2,3,20.4104017560408,1,0,0,0,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"303",3,450306,"ud",2,2,19.4014440543762,1,0,0,0,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"304",4,450315,"ud",2,4,17.4943618030313,1,0,0,0,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"305",5,450252,"hl",2,1,76.4224250016514,0,25,0,0,21,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"306",6,450054,"cd",1,10,1.75857732096779,0,0,3,1,3,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"307",7,450062,"cd",1,7,1.30189272714282,0,0,2,1,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"308",8,450069,"cd",1,14,3.61693173645456,0,0,6,1,6,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"309",9,450087,"cd",1,6,1.09497064357839,0,0,2,1,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"310",10,450080,"cd",1,16,1.10455698806751,0,0,2,2,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"311",11,450094,"cd",2,5,19.3720199838721,0,0,2,1,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"312",12,450101,"cd",2,9,26.8282708282146,0,0,3,1,3,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"313",13,450109,"cd",2,13,38.757155933709,0,0,4,1,4,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"314",14,450118,"cd",2,4,33.2800569202333,0,0,2,1,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"315",15,450125,"cd",2,3,23.0171929915504,0,0,2,1,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"316",16,450007,"cd",1,15,1.6794072461641,0,0,2,2,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"317",17,450014,"cd",1,2,1.99963213471522,0,0,2,1,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"318",18,450021,"cd",1,8,2.58454751683274,0,0,3,1,3,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"319",19,450029,"cd",1,12,2.7717236031367,0,0,4,1,4,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"320",20,450038,"cd",1,1,1.63956228899589,0,0,2,1,2,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"321",21,450045,"cd",1,11,2.48477042231375,0,0,4,1,4,29,13,"outmadkit",20,"27","0651a0c573d2ab402bc33b5d7f91fc90c1a8cd08.csv"
"322",1,472453,"ud",2,2,19.474241227608,1,0,0,0,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"323",2,472462,"ud",2,4,17.5785166751984,1,0,0,0,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"324",3,472471,"ud",2,1,20.930372044254,2,0,0,0,3,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"325",4,472480,"ud",2,3,20.4874941159262,1,0,0,0,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"326",5,472420,"hl",2,1,76.3512958558553,0,25,0,0,21,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"327",6,472170,"cd",1,15,1.67921201854363,0,0,2,2,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"328",7,472177,"cd",1,7,1.99955267783499,0,0,2,1,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"329",8,472184,"cd",1,10,2.58439761302167,0,0,3,1,3,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"330",9,472192,"cd",1,12,2.77145742650709,0,0,4,1,4,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"331",10,472201,"cd",1,6,1.63942894964194,0,0,2,1,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"332",11,472208,"cd",1,11,2.4846954542383,0,0,4,1,4,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"333",12,472217,"cd",1,9,1.75851088616004,0,0,3,1,3,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"334",13,472225,"cd",1,5,1.3018886953782,0,0,2,1,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"335",14,472232,"cd",1,13,3.61672393110346,0,0,6,1,6,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"336",15,472243,"cd",1,14,1.10448605742607,0,0,2,2,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"337",16,472250,"cd",1,4,1.09489972328872,0,0,2,1,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"338",17,472257,"cd",2,8,28.7654671690343,0,0,3,1,3,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
